Total number of words = 29290
Word count: 
568.blue = 1
569.spoke = 12
570.shrewdly = 1
571.grating = 1
572.voice = 23
573.frosty = 1
574.rime = 1
575.eyebrows = 2
576.wiry = 1
577.chin = 6
578.carried = 5
579.low = 6
580.temperature = 1
581.always = 18
582.iced = 1
583.office = 9
584.dog-days = 1
585.didn't = 10
586.thaw = 1
587.external = 1
588.heat = 2
589.influence = 4
590.warmth = 3
591.warm = 8
592.wintry = 2
593.weather = 8
594.chill = 1
595.blew = 2
596.bitterer = 1
597.falling = 3
598.snow = 9
599.intent = 3
600.purpose = 9
601.pelting = 1
602.rain = 2
603.less = 7
604.open = 18
605.entreaty = 2
606.foul = 2
607.where = 35
608.heaviest = 1
609.hail = 1
610.sleet = 1
611.boast = 1
612.advantage = 1
613.over = 18
614.only = 25
615.respect = 1
616.they = 175
617.often = 12
618.came = 45
619.down = 64
620.handsomely = 1
621.nobody = 9
622.stopped = 12
623.street = 9
624.gladsome = 1
625.looks = 3
626.see = 47
627.beggars = 3
628.implored = 1
629.bestow = 2
630.trifle = 1
631.children = 18
632.asked = 21
633.o'clock = 2
634.once = 17
635.place = 21
636.blind = 5
637.men's = 2
638.dogs = 2
639.appeared = 14
640.saw = 23
641.coming = 16
642.tug = 1
643.owners = 1
644.doorways = 1
645.courts = 1
646.then = 43
647.wag = 1
648.tails = 1
649.said = 221
650.eye = 12
651.evil = 2
652.master = 15
653.care = 6
654.thing = 12
655.liked = 4
656.edge = 1
657.along = 9
658.crowded = 1
659.paths = 1
660.warning = 3
661.sympathy = 2
662.keep = 14
663.distance = 4
664.knowing = 3
665.ones = 1
666.call = 4
667.nuts = 2
668.time--of = 1
669.year = 18
670.eve--old = 1
671.sat = 24
672.busy = 5
673.counting-house = 4
674.bleak = 3
675.biting = 2
676.foggy = 2
677.withal = 1
678.hear = 17
679.court = 5
680.outside = 5
681.go = 19
682.wheezing = 1
683.beating = 1
684.breasts = 1
685.stamping = 1
686.feet = 8
687.pavement = 3
688.stones = 2
689.city = 12
690.clocks = 1
691.just = 13
692.gone = 9
693.quite = 26
694.already--it = 1
695.light = 30
696.day--and = 1
697.candles = 1
698.flaring = 2
699.windows = 7
700.neighbouring = 2
701.offices = 3
702.like = 59
703.ruddy = 6
704.smears = 1
705.palpable = 1
706.brown = 3
707.pouring = 3
708.chink = 1
709.keyhole = 3
710.dense = 2
711.without = 20
712.narrowest = 1
713.houses = 7
714.opposite = 4
715.mere = 5
716.phantoms = 2
717.dingy = 2
718.cloud = 1
719.drooping = 1
720.obscuring = 1
721.everything = 12
722.thought = 29
723.nature = 6
724.lived = 6
725.brewing = 1
726.large = 11
727.scale = 1
728.dismal = 5
729.cell = 1
730.beyond = 10
731.sort = 4
732.tank = 6
733.copying = 1
734.letters = 2
735.clerk's = 2
736.much = 36
737.smaller = 2
738.looked = 32
739.coal = 1
740.couldn't = 9
741.replenish = 1
742.kept = 1
743.coal-box = 1
744.room = 26
745.surely = 5
746.shovel = 2
747.predicted = 2
748.necessary = 2
749.part = 10
750.wherefore = 1
751.white = 8
752.comforter = 4
753.tried = 12
754.himself = 47
755.candle = 5
756.effort = 2
757.strong = 7
758.imagination = 1
759.failed = 1
760.nephew = 32
761.quickly = 2
762.intimation = 1
763.approach = 2
764.bah = 2
765.humbug = 9
766.heated = 2
767.rapid = 3
768.walking = 4
769.frost = 6
770.glow = 3
771.face = 32
772.handsome = 4
773.sparkled = 3
774.breath = 8
775.smoked = 3
776.again = 49
777.sure = 13
778.do = 59
779.reason = 5
780.you're = 6
781.poor = 30
782.enough = 23
783.returned = 28
784.gaily = 3
785.morose = 1
786.rich = 5
787.having = 14
788.answer = 9
789.ready = 8
790.spur = 1
791.cross = 1
792.voice._] = 1
793.else = 8
794.world = 15
795.fools = 1
796.what's = 5
797.christmas-time = 5
798.time = 61
799.paying = 1
800.bills = 1
801.money = 6
802.finding = 5
803.yourself = 4
804.older = 4
805.hour = 15
806.richer = 1
807.balancing = 1
808.your = 53
809.item = 1
810.em = 10
811.round = 33
812.dozen = 4
813.months = 1
814.presented = 2
815.against = 10
816.work = 11
817.indignantly = 2
818.idiot = 1
819.goes = 3
820.should = 28
821.boiled = 4
822.pudding = 9
823.buried = 3
824.stake = 1
825.holly = 7
826.pleaded = 2
827.sternly = 1
828.let = 22
829.mine = 4
830.repeated = 5
831.leave = 4
832.alone = 12
833.may = 21
834.things = 13
835.derived = 1
836.profited = 1
837.dare = 3
838.among = 16
839.rest = 10
840.round--apart = 1
841.veneration = 1
842.due = 1
843.sacred = 1
844.origin = 1
845.belonging = 3
846.apart = 2
847.that--as = 1
848.kind = 18
849.forgiving = 1
850.charitable = 1
851.pleasant = 8
852.long = 27
853.calendar = 1
854.men = 16
855.women = 3
856.consent = 2
857.shut-up = 1
858.hearts = 7
859.freely = 1
860.think = 24
861.below = 10
862.really = 5
863.fellow-passengers = 1
864.grave = 5
865.another = 35
866.race = 3
867.creatures = 3
868.bound = 6
869.journeys = 2
870.scrap = 1
871.gold = 4
872.silver = 3
873.pocket = 3
874.believe = 18
875._has_ = 1
876._will_ = 1
877.involuntarily = 1
878.applauded = 1
879.becoming = 2
880.immediately = 4
881.sensible = 2
882.impropriety = 1
883.poked = 1
884.extinguished = 1
885.frail = 1
886.spark = 1
887.sound = 10
888._you_ = 3
889.you'll = 4
890.losing = 1
891.situation = 5
892.powerful = 1
893.speaker = 3
894.sir = 16
895.added = 3
896.wonder = 6
897.parliament = 2
898.angry = 5
899.dine = 3
900.to-morrow = 6
901.him----yes = 1
902.indeed = 16
903.went = 44
904.length = 7
905.extremity = 1
906.why = 37
907.get = 6
908.married = 3
909.fell = 11
910.love = 8
911.growled = 3
912.ridiculous = 2
913.afternoon = 10
914.nay = 1
915.happened = 13
916.give = 16
917.now = 56
918.want = 7
919.ask = 6
920.cannot = 7
921.friends = 5
922.sorry = 7
923.find = 12
924.resolute = 1
925.quarrel = 3
926.party = 7
927.trial = 1
928.homage = 1
929.i'll = 15
930.left = 20
931.word = 13
932.notwithstanding = 3
933.outer = 2
934.greetings = 1
935.season = 4
936.warmer = 1
937.cordially = 1
938.there's = 11
939.fellow = 8
940.muttered = 4
941.overheard = 1
942.fifteen = 3
943.shillings = 2
944.week = 2
945.family = 14
946.talking = 1
947.retire = 2
948.bedlam = 1
949.lunatic = 1
950.letting = 1
951.two = 36
952.portly = 2
953.gentlemen = 7
954.behold = 2
955.hats = 1
956.off = 34
957.papers = 1
958.bowed = 1
959.referring = 1
960.list = 1
961.pleasure = 6
962.addressing = 1
963.mr = 16
964.seven = 9
965.replied = 18
966.ago = 5
967.liberality = 2
968.well = 24
969.represented = 1
970.surviving = 1
971.partner = 8
972.presenting = 1
973.credentials = 2
974.certainly = 4
975.kindred = 1
976.ominous = 1
977.frowned = 1
978.shook = 7
979.handed = 1
980.festive = 1
981.pen = 4
982.usually = 2
983.desirable = 1
984.slight = 3
985.provision = 1
986.destitute = 1
987.suffer = 2
988.greatly = 2
989.present = 11
990.thousands = 2
991.common = 3
992.necessaries = 1
993.hundreds = 4
994.comforts = 1
995.prisons = 3
996.plenty = 5
997.laying = 2
998.union = 1
999.workhouses = 2
1000.demanded = 3
1001.still = 17
1002.operation = 1
1003.wish = 11
1004.treadmill = 1
1005.law = 1
1006.full = 14
1007.vigour = 3
1008.afraid = 7
1009.something = 14
1010.occurred = 1
1011.stop = 6
1012.useful = 1
1013.glad = 3
1014.under = 7
1015.impression = 1
1016.scarcely = 11
1017.furnish = 1
1018.christian = 3
1019.cheer = 2
1020.body = 6
1021.multitude = 1
1022.few = 8
1023.endeavouring = 3
1024.raise = 5
1025.fund = 1
1026.buy = 5
1027.meat = 3
1028.drink = 3
1029.means = 6
1030.choose = 2
1031.keenly = 3
1032.abundance = 1
1033.rejoices = 1
1034.anonymous = 1
1035.since = 4
1036.can't = 4
1037.afford = 1
1038.idle = 2
1039.help = 10
1040.support = 1
1041.establishments = 1
1042.mentioned--they = 1
1043.cost = 2
1044.badly = 1
1045.rather = 11
1046.die = 9
1047.decrease = 2
1048.surplus = 3
1049.population = 2
1050.besides--excuse = 1
1051.me--i = 1
1052.observed = 16
1053.understand = 2
1054.interfere = 2
1055.people's = 3
1056.occupies = 1
1057.constantly = 1
1058.seeing = 4
1059.clearly = 5
1060.useless = 1
1061.pursue = 1
1062.withdrew = 1
1063.resumed = 4
1064.labours = 1
1065.improved = 1
1066.opinion = 5
1067.facetious = 2
1068.temper = 2
1069.usual = 6
1070.meanwhile = 1
1071.darkness = 7
1072.thickened = 1
1073.ran = 4
1074.links = 1
1075.proffering = 1
1076.services = 1
1077.horses = 1
1078.carriages = 1
1079.conduct = 5
1080.ancient = 5
1081.tower = 1
1082.church = 7
1083.whose = 10
1084.gruff = 1
1085.bell = 15
1086.peeping = 2
1087.slily = 1
1088.gothic = 1
1089.wall = 10
1090.became = 10
1091.invisible = 4
1092.hours = 2
1093.quarters = 3
1094.clouds = 2
1095.tremulous = 2
1096.vibrations = 1
1097.teeth = 2
1098.chattering = 2
1099.frozen = 2
1100.intense = 1
1101.main = 1
1102.corner = 9
1103.labourers = 1
1104.repairing = 1
1105.gas-pipes = 1
1106.lighted = 6
1107.brazier = 1
1108.ragged = 3
1109.boys = 8
1110.gathered = 1
1111.warming = 1
1112.winking = 2
1113.blaze = 4
1114.rapture = 1
1115.water-plug = 1
1116.solitude = 1
1117.overflowings = 1
1118.suddenly = 2
1119.congealed = 1
1120.turned = 13
1121.misanthropic = 1
1122.ice = 1
1123.shops = 5
1124.sprigs = 1
1125.berries = 3
1126.crackled = 1
1127.lamp = 3
1128.pale = 2
1129.faces = 5
1130.passed = 16
1131.poulterers = 2
1132.grocers = 3
1133.trades = 1
1134.splendid = 2
1135.joke = 3
1136.pageant = 1
1137.impossible = 5
1138.dull = 7
1139.principles = 1
1140.sale = 1
1141.lord = 6
1142.mayor = 1
1143.stronghold = 1
1144.mighty = 3
1145.mansion = 2
1146.house = 20
1147.orders = 1
1148.fifty = 5
1149.cooks = 1
1150.butlers = 1
1151.mayor's = 1
1152.household = 1
1153.tailor = 1
1154.fined = 1
1155.previous = 1
1156.monday = 1
1157.drunk = 1
1158.blood-thirsty = 1
1159.streets = 12
1160.stirred = 3
1161.to-morrow's = 1
1162.garret = 1
1163.lean = 1
1164.baby = 5
1165.sallied = 1
1166.beef = 2
1167.foggier = 1
1168.colder = 1
1169.piercing = 1
1170.searching = 1
1171.dunstan = 1
1172.spirit's = 6
1173.touch = 6
1174.instead = 5
1175.using = 2
1176.weapons = 1
1177.roared = 3
1178.lusty = 1
1179.owner = 2
1180.scant = 1
1181.young = 26
1182.gnawed = 2
1183.mumbled = 1
1184.hungry = 2
1185.bones = 5
1186.stooped = 1
1187.regale = 1
1188.dismay = 1
1189.seized = 2
1190.ruler = 2
1191.energy = 1
1192.action = 2
1193.singer = 1
1194.fled = 1
1195.terror = 3
1196.leaving = 2
1197.congenial = 1
1198.shutting = 2
1199.arrived = 1
1200.ill-will = 2
1201.dismounted = 1
1202.stool = 6
1203.tacitly = 1
1204.admitted = 1
1205.fact = 3
1206.expectant = 1
1207.instantly = 4
1208.snuffed = 1
1209.hat = 2
1210.suppose = 11
1211.convenient = 2
1212.fair = 4
1213.half-a-crown = 3
1214.you'd = 1
1215.ill = 4
1216.used = 10
1217.smiled = 3
1218.faintly = 2
1219._me_ = 4
1220.pay = 2
1221.day's = 2
1222.wages = 1
1223.excuse = 2
1224.picking = 1
1225.man's = 8
1226.twenty-fifth = 1
1227.december = 1
1228.buttoning = 1
1229.great-coat = 1
1230.here = 36
1231.earlier = 1
1232.morning = 8
1233.promised = 4
1234.walked = 15
1235.growl = 2
1236.closed = 5
1237.twinkling = 1
1238.ends = 4
1239.dangling = 1
1240.waist = 3
1241.(for = 5
1242.boasted = 1
1243.great-coat) = 1
1244.slide = 1
1245.cornhill = 1
1246.lane = 2
1247.twenty = 5
1248.times = 6
1249.honour = 3
1250.christmas-eve = 2
1251.home = 25
1252.camden = 2
1253.town = 7
1254.pelt = 1
1255.blindman's = 3
1256.buff = 3
1257.took = 12
1258.melancholy = 4
1259.dinner = 11
1260.tavern = 1
1261.read = 3
1262.newspapers = 1
1263.beguiled = 1
1264.evening = 5
1265.banker's = 1
1266.bed = 24
1267.chambers = 2
1268.belonged = 1
1269.deceased = 1
1270.gloomy = 2
1271.suite = 1
1272.rooms = 5
1273.lowering = 1
1274.pile = 1
1275.building = 2
1276.yard = 6
1277.fancying = 1
1278.run = 1
1279.playing = 1
1280.hide-and-seek = 1
1281.forgotten = 6
1282.dreary = 2
1283.stone = 7
1284.fain = 1
1285.grope = 1
1286.hung = 9
1287.black = 9
1288.gateway = 1
1289.seemed = 14
1290.genius = 1
1291.mournful = 3
1292.meditation = 1
1293.threshold = 3
1294.particular = 7
1295.knocker = 6
1296.except = 2
1297.also = 7
1298.seen = 13
1299.during = 2
1300.residence = 1
1301.fancy = 1
1302.london = 2
1303.including--which = 1
1304.bold = 4
1305.word--the = 1
1306.corporation = 1
1307.aldermen = 1
1308.livery = 1
1309.borne = 2
1310.bestowed = 1
1311.seven-years'-dead = 1
1312.explain = 1
1313.key = 2
1314.lock = 3
1315.undergoing = 1
1316.intermediate = 1
1317.process = 1
1318.change--not = 1
1319.impenetrable = 1
1320.objects = 1
1321.lobster = 1
1322.cellar = 3
1323.ferocious = 2
1324.look = 19
1325.ghostly = 6
1326.spectacles = 1
1327.forehead = 2
1328.hair = 8
1329.curiously = 3
1330.hot = 8
1331.wide = 6
1332.motionless = 2
1333.livid = 2
1334.colour = 4
1335.horrible = 2
1336.horror = 5
1337.spite = 3
1338.control = 1
1339.fixedly = 1
1340.phenomenon = 2
1341.startled = 2
1342.conscious = 4
1343.terrible = 3
1344.sensation = 2
1345.stranger = 1
1346.infancy = 1
1347.untrue = 1
1348.relinquished = 1
1349.sturdily = 1
1350._did_ = 3
1351.pause = 3
1352.moment's = 2
1353.irresolution = 1
1354.shut = 7
1355.cautiously = 1
1356.behind = 17
1357.half = 16
1358.expected = 2
1359.terrified = 1
1360.sight = 9
1361.pigtail = 3
1362.sticking = 1
1363.hall = 7
1364.screws = 1
1365.held = 11
1366.pooh = 2
1367.bang = 1
1368.resounded = 1
1369.thunder = 1
1370.cask = 1
1371.wine = 4
1372.merchant's = 2
1373.cellars = 1
1374.separate = 2
1375.peal = 1
1376.echoes = 2
1377.frightened = 2
1378.fastened = 2
1379.across = 4
1380.stairs = 3
1381.slowly = 3
1382.too = 29
1383.trimming = 1
1384.talk = 3
1385.vaguely = 1
1386.driving = 2
1387.coach = 2
1388.six = 3
1389.flight = 1
1390.act = 3
1391.got = 20
1392.hearse = 2
1393.staircase = 1
1394.taken = 8
1395.broadwise = 1
1396.splinter-bar = 1
1397.towards = 19
1398.balustrades = 1
1399.easy = 5
1400.width = 1
1401.spare = 1
1402.locomotive = 1
1403.gloom = 4
1404.half-a-dozen = 1
1405.gas-lamps = 1
1406.wouldn't = 11
1407.entry = 1
1408.pretty = 5
1409.dip = 1
1410.caring = 2
1411.button = 1
1412.cheap = 3
1413.heavy = 12
1414.recollection = 2
1415.desire = 4
1416.sitting-room = 2
1417.bedroom = 2
1418.lumber-room = 2
1419.table = 11
1420.sofa = 2
1421.grate = 1
1422.spoon = 1
1423.basin = 1
1424.saucepan = 4
1425.gruel = 3
1426.(scrooge = 1
1427.head) = 1
1428.hob = 3
1429.closet = 2
1430.dressing-gown = 4
1431.hanging = 5
1432.suspicious = 1
1433.fire-guard = 1
1434.shoes = 3
1435.fish = 3
1436.baskets = 3
1437.washing-stand = 1
1438.legs = 8
1439.poker = 1
1440.satisfied = 2
1441.locked = 4
1442.double = 2
1443.custom = 1
1444.thus = 4
1445.secured = 1
1446.surprise = 8
1447.cravat = 2
1448.slippers = 3
1449.nightcap = 2
1450.take = 10
1451.bitter = 1
1452.obliged = 5
1453.close = 8
1454.brood = 2
1455.extract = 1
1456.least = 4
1457.handful = 1
1458.fuel = 2
1459.fire-place = 3
1460.built = 2
1461.dutch = 2
1462.merchant = 1
1463.paved = 1
1464.quaint = 1
1465.tiles = 1
1466.designed = 1
1467.illustrate = 1
1468.scriptures = 1
1469.cains = 1
1470.abels = 1
1471.pharaoh's = 1
1472.daughters = 4
1473.queens = 1
1474.sheba = 1
1475.angelic = 1
1476.messengers = 1
1477.descending = 2
1478.feather = 2
1479.beds = 2
1480.abrahams = 1
1481.belshazzars = 1
1482.apostles = 1
1483.putting = 6
1484.sea = 4
1485.butter-boats = 1
1486.figures = 2
1487.attract = 1
1488.prophet's = 1
1489.rod = 1
1490.swallowed = 2
1491.each = 15
1492.smooth = 2
1493.tile = 1
1494.blank = 2
1495.power = 9
1496.shape = 6
1497.picture = 1
1498.surface = 1
1499.disjointed = 1
1500.fragments = 3
1501.copy = 1
1502.several = 5
1503.turns = 2
1504.threw = 3
1505.chair = 7
1506.glance = 2
1507.disused = 1
1508.communicated = 1
1509.chamber = 4
1510.highest = 1
1511.astonishment = 3
1512.strange = 10
1513.inexplicable = 1
1514.dread = 4
1515.swing = 1
1516.swung = 1
1517.softly = 3
1518.outset = 2
1519.soon = 7
1520.rang = 1
1521.loudly = 3
1522.lasted = 1
1523.minute = 5
1524.ceased = 4
1525.begun = 2
1526.succeeded = 3
1527.clanking = 1
1528.noise = 5
1529.person = 6
1530.dragging = 2
1531.chain = 10
1532.casks = 1
1533.remembered = 6
1534.heard = 16
1535.ghosts = 2
1536.chains = 3
1537.flew = 2
1538.booming = 1
1539.louder = 1
1540.floors = 1
1541.straight = 9
1542.won't = 3
1543.changed = 6
1544.dying = 2
1545.flame = 1
1546.leaped = 1
1547.waistcoat = 5
1548.tights = 1
1549.boots = 3
1550.tassels = 2
1551.latter = 4
1552.bristling = 1
1553.coat-skirts = 1
1554.drew = 4
1555.clasped = 5
1556.middle = 4
1557.wound = 3
1558.tail = 2
1559.closely) = 1
1560.cash-boxes = 1
1561.keys = 2
1562.padlocks = 1
1563.ledgers = 1
1564.deeds = 3
1565.purses = 1
1566.wrought = 1
1567.transparent = 3
1568.observing = 4
1569.looking = 20
1570.buttons = 1
1571.coat = 1
1572.bowels = 2
1573.believed = 3
1574.until = 17
1575.nor = 10
1576.phantom = 14
1577.standing = 5
1578.chilling = 1
1579.death-cold = 1
1580.texture = 1
1581.folded = 1
1582.kerchief = 1
1583.wrapper = 2
1584.incredulous = 1
1585.fought = 1
1586.senses = 3
1587.caustic = 1
1588.much!"--marley's = 1
1589._was_ = 2
